tf,level,strength,tol,rank
1h,9207.629832214767,0.02306323040012383,168.79499999999825,1
1h,3907.4334523809525,0.01950313443231948,168.79499999999825,2
1h,9524.173239855072,0.01780047983902175,168.79499999999825,3
1h,3555.126711711712,0.017181332714186207,168.79499999999825,4
1h,10218.9149009901,0.015633464902097362,168.79499999999825,5
1h,7173.353586910995,0.014782137605448494,168.79499999999825,6
1h,9840.350059880238,0.012924696230941878,168.79499999999825,7
1h,7858.329207317073,0.01269251605912855,168.79499999999825,8
1h,8181.20173076923,0.012073368934293012,168.79499999999825,9
1h,8555.529025974025,0.011918582153084127,168.79499999999825,10
1h,8863.703112582782,0.0116864019812708,168.79499999999825,11
1h,10548.841073825504,0.011531615200061915,168.79499999999825,12
1h,16656.811971830986,0.010989861465830818,168.79499999999825,13
1h,11574.358580142858,0.010835074684621934,168.79499999999825,14
1h,29249.1442519685,0.009828960606764182,168.79499999999825,15
1h,11273.070806451611,0.009596780434950856,168.79499999999825,16
1h,7474.037642276424,0.009519387044346413,168.79499999999825,17
1h,26835.87487179487,0.009055026700719759,168.79499999999825,18
1h,19054.519217391306,0.008900239919510874,168.79499999999825,19
1h,10862.840265486726,0.008745453138301988,168.79499999999825,20
1h,30286.554454545454,0.008513272966488662,168.79499999999825,21
1h,26486.446944444444,0.008358486185279778,168.79499999999825,22
1h,29910.00386006536,0.007894125841653122,168.79499999999825,23
1h,19350.414563071896,0.007894125841653122,168.79499999999825,24
1h,27206.22159646666,0.007739339060444238,168.79499999999825,25
1h,5071.886657037037,0.0076619456698397955,168.79499999999825,26
1h,6796.165274725274,0.007042798545004256,168.79499999999825,27
1h,16931.889379166667,0.00681061837319093,168.79499999999825,28
1h,20007.90151162791,0.006655831591982045,168.79499999999825,29
1h,23101.23867694118,0.006578438201377603,168.79499999999825,30
1h,26095.51823529412,0.006578438201377603,168.79499999999825,31
1h,29542.653950617285,0.006268864638959833,168.79499999999825,32
1h,25762.411688311688,0.005959291076542064,168.79499999999825,33
1h,20346.069655324678,0.005959291076542064,168.79499999999825,34
1h,22734.209733333333,0.005804504295333178,168.79499999999825,35
1h,20694.927333333333,0.005804504295333178,168.79499999999825,36
1h,5348.756164383561,0.005649717514124294,168.79499999999825,37
1h,19662.595694444448,0.0055723241235198515,168.79499999999825,38
1h,11852.769859154929,0.005494930732915409,168.79499999999825,39
1h,42550.50211267605,0.005494930732915409,168.79499999999825,40
1h,27869.20071428572,0.005417537342310967,168.79499999999825,41
1h,37553.227999999996,0.005417537342310967,168.79499999999825,42
1h,21389.288955223878,0.005185357170497639,168.79499999999825,43
1h,43210.603432835815,0.005185357170497639,168.79499999999825,44
1h,42853.23075757575,0.005107963779893197,168.79499999999825,45
1h,27549.320000000003,0.005107963779893197,168.79499999999825,46
1h,28908.96285692308,0.005030570389288755,168.79499999999825,47
1h,28197.487041128206,0.005030570389288755,168.79499999999825,48
1h,41571.19532258065,0.004798390217475428,168.79499999999825,49
1h,42238.298688524585,0.004720996826870986,168.79499999999825,50
1h,21050.34068965517,0.004488816655057658,168.79499999999825,51
1h,41896.473275862074,0.004488816655057658,168.79499999999825,52
1h,38583.154285714285,0.004334029873848773,168.79499999999825,53
1h,62394.48517857143,0.004334029873848773,168.79499999999825,54
1h,60620.982727272734,0.004256636483244331,168.79499999999825,55
1h,37193.102222222224,0.004179243092639889,168.79499999999825,56
1h,39268.8174074074,0.004179243092639889,168.79499999999825,57
1h,23394.41907407407,0.004179243092639889,168.79499999999825,58
1h,28550.846981132072,0.0041018497020354466,168.79499999999825,59
1h,59476.60698113208,0.0041018497020354466,168.79499999999825,60
1h,47352.611923076925,0.004024456311431003,168.79499999999825,61
1h,30573.665,0.004024456311431003,168.79499999999825,62
1h,34700.505490196076,0.003947062920826561,168.79499999999825,63
1h,46944.929019607844,0.003947062920826561,168.79499999999825,64
1h,22362.36666666667,0.003947062920826561,168.79499999999825,65
1h,58478.58823529412,0.003947062920826561,168.79499999999825,66
1h,21715.452400000002,0.003869669530222119,168.79499999999825,67
1h,45531.642199999995,0.003869669530222119,168.79499999999825,68
1h,46608.9957142857,0.0037922761396176766,168.79499999999825,69
1h,66556.42040816326,0.0037922761396176766,168.79499999999825,70
1h,43499.927142857145,0.0037922761396176766,168.79499999999825,71
1h,18668.072244897958,0.0037922761396176766,168.79499999999825,72
1h,63369.86250000001,0.0037148827490132343,168.79499999999825,73
1h,39607.531875,0.0037148827490132343,168.79499999999825,74
1h,67237.03375,0.0037148827490132343,168.79499999999825,75
1h,23709.351249999996,0.0037148827490132343,168.79499999999825,76
1h,68322.5834042553,0.003637489358408792,168.79499999999825,77
1h,43820.325434782615,0.0035600959678043493,168.79499999999825,78
1h,37924.623478260866,0.0035600959678043493,168.79499999999825,79
1h,58165.14173913043,0.0035600959678043493,168.79499999999825,80
1h,36777.68869565218,0.0035600959678043493,168.79499999999825,81
1h,63762.161521739115,0.0035600959678043493,168.79499999999825,82
1h,48403.17755555556,0.003482702577199907,168.79499999999825,83
1h,57459.65533333333,0.003482702577199907,168.79499999999825,84
1h,61724.80866666666,0.003482702577199907,168.79499999999825,85
1h,44138.374444444446,0.003482702577199907,168.79499999999825,86
1h,61367.85355555556,0.003482702577199907,168.79499999999825,87
1h,61018.83181818182,0.003405309186595465,168.79499999999825,88
1h,67569.49863636364,0.003405309186595465,168.79499999999825,89
1h,64481.31681818182,0.003405309186595465,168.79499999999825,90
1h,48041.775,0.003405309186595465,168.79499999999825,91
1h,34307.76363287879,0.003405309186595465,168.79499999999825,92
1h,17214.581818181818,0.003405309186595465,168.79499999999825,93
1h,38228.209534883725,0.0033279157959910225,168.79499999999825,94
1h,24050.16930232558,0.0033279157959910225,168.79499999999825,95
1h,35069.52674418604,0.0033279157959910225,168.79499999999825,96
1h,62706.529767441854,0.0033279157959910225,168.79499999999825,97
1h,47680.61928571428,0.00325052240538658,168.79499999999825,98
1h,6401.014761904762,0.00325052240538658,168.79499999999825,99
1h,5710.540238095237,0.00325052240538658,168.79499999999825,100
1h,59858.349285714285,0.00325052240538658,168.79499999999825,101
1h,67936.735,0.00325052240538658,168.79499999999825,102
1h,64123.67390243902,0.0031731290147821375,168.79499999999825,103
1h,30891.97682926829,0.0031731290147821375,168.79499999999825,104
1h,56522.446097560976,0.0031731290147821375,168.79499999999825,105
1h,57115.69999999999,0.0031731290147821375,168.79499999999825,106
1h,39880.39756097561,0.0031731290147821375,168.79499999999825,107
1h,57797.375250000005,0.0030957356241776953,168.79499999999825,108
1h,69299.28025,0.0030957356241776953,168.79499999999825,109
1h,36457.33435897435,0.003018342233573253,168.79499999999825,110
1h,66850.80769230769,0.003018342233573253,168.79499999999825,111
1h,95160.87051282052,0.003018342233573253,168.79499999999825,112
1h,38866.9025254386,0.0029409488429688103,168.79499999999825,113
1h,49395.81710526315,0.0029409488429688103,168.79499999999825,114
1h,58809.38945945946,0.002863555452364368,168.79499999999825,115
1h,33979.627297297295,0.002863555452364368,168.79499999999825,116
1h,35411.287027027014,0.002863555452364368,168.79499999999825,117
1h,36109.72972972973,0.002863555452364368,168.79499999999825,118
1h,41225.06270270271,0.002863555452364368,168.79499999999825,119
1h,97216.10162162162,0.002863555452364368,168.79499999999825,120
1h,46243.96944444443,0.0027861620617599257,168.79499999999825,121
1h,40576.65166666667,0.0027861620617599257,168.79499999999825,122
1h,44444.73472222222,0.0027861620617599257,168.79499999999825,123
1h,65857.7863888889,0.0027861620617599257,168.79499999999825,124
1h,40260.235833333325,0.0027861620617599257,168.79499999999825,125
1h,62071.16028571428,0.0027087686711554835,168.79499999999825,126
1h,50416.99941176471,0.0026313752805510408,168.79499999999825,127
1h,105196.45941176469,0.0026313752805510408,168.79499999999825,128
1h,65468.49411764707,0.0026313752805510408,168.79499999999825,129
1h,33648.789696969696,0.0025539818899465985,168.79499999999825,130
1h,16257.579696969697,0.0025539818899465985,168.79499999999825,131
1h,96510.64818181818,0.0025539818899465985,168.79499999999825,132
1h,59157.13818181818,0.0025539818899465985,168.79499999999825,133
1h,44819.240000000005,0.0025539818899465985,168.79499999999825,134
1h,68646.1684375,0.0024765884993421562,168.79499999999825,135
1h,60203.401875,0.0024765884993421562,168.79499999999825,136
1h,33299.873437500006,0.0024765884993421562,168.79499999999825,137
1h,48718.228749999995,0.0024765884993421562,168.79499999999825,138
1h,104755.58499999999,0.0024765884993421562,168.79499999999825,139
1h,63021.03,0.002399195108737714,168.79499999999825,140
1h,56155.265,0.0023218017181332712,168.79499999999825,141
1h,68952.37166666667,0.0023218017181332712,168.79499999999825,142
1h,40864.55866666666,0.0023218017181332712,168.79499999999825,143
1h,94797.45599999999,0.0023218017181332712,168.79499999999825,144
1h,104058.66103448275,0.002244408327528829,168.79499999999825,145
1h,95513.74482758623,0.002244408327528829,168.79499999999825,146
1h,35732.3124137931,0.002244408327528829,168.79499999999825,147
1h,90492.21785714284,0.0021670149369243867,168.79499999999825,148
1h,96162.21,0.0021670149369243867,168.79499999999825,149
1h,94509.97285714284,0.0021670149369243867,168.79499999999825,150
1h,32248.54892857143,0.0021670149369243867,168.79499999999825,151
1h,91545.95740740743,0.0020896215463199444,168.79499999999825,152
1h,51950.57037037037,0.0020896215463199444,168.79499999999825,153
1h,49710.55740740741,0.0020896215463199444,168.79499999999825,154
1h,69580.06555555557,0.0020896215463199444,168.79499999999825,155
1h,95812.6862962963,0.0020896215463199444,168.79499999999825,156
1h,6009.839629629629,0.0020896215463199444,168.79499999999825,157
1h,107217.52884615386,0.0020122281557155017,168.79499999999825,158
1h,87689.48923076924,0.0020122281557155017,168.79499999999825,159
1h,109788.14884615385,0.0020122281557155017,168.79499999999825,160
1h,66184.00038461537,0.0020122281557155017,168.79499999999825,161
1h,83798.23538461539,0.0020122281557155017,168.79499999999825,162
1h,103342.00653846153,0.0020122281557155017,168.79499999999825,163
1h,65101.27423076924,0.0020122281557155017,168.79499999999825,164
1h,51566.53307692308,0.0020122281557155017,168.79499999999825,165
1h,18294.33653846154,0.0020122281557155017,168.79499999999825,166
1h,24628.548060769233,0.0020122281557155017,168.79499999999825,167
1h,51255.26307692308,0.0020122281557155017,168.79499999999825,168
1h,31497.547692307693,0.0020122281557155017,168.79499999999825,169
1h,56819.2072,0.0019348347651110594,168.79499999999825,170
1h,109197.63279999999,0.0019348347651110594,168.79499999999825,171
1h,108562.9576,0.0019348347651110594,168.79499999999825,172
1h,90839.39079999998,0.0019348347651110594,168.79499999999825,173
1h,87984.15,0.0019348347651110594,168.79499999999825,174
1h,24320.0192,0.0019348347651110594,168.79499999999825,175
1h,17565.0332,0.0019348347651110594,168.79499999999825,176
1h,49074.238000000005,0.0019348347651110594,168.79499999999825,177
1h,64778.229166666664,0.0018574413745066172,168.79499999999825,178
1h,24950.920000000002,0.0018574413745066172,168.79499999999825,179
1h,45872.72166666666,0.0018574413745066172,168.79499999999825,180
1h,105875.68624999998,0.0018574413745066172,168.79499999999825,181
1h,12160.32875,0.0018574413745066172,168.79499999999825,182
1h,106555.31583333334,0.0018574413745066172,168.79499999999825,183
1h,111802.87458333334,0.0018574413745066172,168.79499999999825,184
1h,89877.47913043477,0.0017800479839021747,168.79499999999825,185
1h,97823.90304347825,0.0017800479839021747,168.79499999999825,186
1h,102591.60217391305,0.0017800479839021747,168.79499999999825,187
1h,85430.39304347827,0.0017800479839021747,168.79499999999825,188
1h,54622.57260869565,0.0017800479839021747,168.79499999999825,189
1h,21969.742272727268,0.0017026545932977324,168.79499999999825,190
1h,84704.50409090909,0.0017026545932977324,168.79499999999825,191
1h,32629.02727272727,0.0017026545932977324,168.79499999999825,192
1h,107501.74636363635,0.0017026545932977324,168.79499999999825,193
1h,117763.72590909092,0.0017026545932977324,168.79499999999825,194
1h,118151.7409090909,0.0017026545932977324,168.79499999999825,195
1h,55569.18909090909,0.0017026545932977324,168.79499999999825,196
1h,31865.19476190476,0.00162526120269329,168.79499999999825,197
1h,17945.303333333333,0.00162526120269329,168.79499999999825,198
1h,69898.30619047619,0.00162526120269329,168.79499999999825,199
1h,92655.06571428571,0.00162526120269329,168.79499999999825,200
1h,108202.04095238095,0.00162526120269329,168.79499999999825,201
1h,89490.61857142858,0.00162526120269329,168.79499999999825,202
1h,55257.88142857143,0.00162526120269329,168.79499999999825,203
1h,13102.157142857142,0.00162526120269329,168.79499999999825,204
1h,98827.9295,0.0015478678120888476,168.79499999999825,205
1h,12824.8845,0.0015478678120888476,168.79499999999825,206
1h,88512.228,0.0015478678120888476,168.79499999999825,207
1h,91895.06599999999,0.0015478678120888476,168.79499999999825,208
1h,31149.1565,0.0015478678120888476,168.79499999999825,209
1h,89192.88526315789,0.0014704744214844051,168.79499999999825,210
1h,104420.49526315789,0.0014704744214844051,168.79499999999825,211
1h,110503.37947368421,0.0014704744214844051,168.79499999999825,212
1h,83446.90263157895,0.0014704744214844051,168.79499999999825,213
1h,86455.89368421052,0.0014704744214844051,168.79499999999825,214
1h,88872.64736842105,0.0014704744214844051,168.79499999999825,215
1h,32936.76473684211,0.0014704744214844051,168.79499999999825,216
1h,114736.01210526319,0.0014704744214844051,168.79499999999825,217
1h,70199.83684210527,0.0014704744214844051,168.79499999999825,218
1h,117374.47052631578,0.0014704744214844051,168.79499999999825,219
1h,93629.16315789473,0.0014704744214844051,168.79499999999825,220
1h,4121.646842105263,0.0014704744214844051,168.79499999999825,221
1h,13685.669444444444,0.0013930810308799629,168.79499999999825,222
1h,50705.10055555556,0.0013930810308799629,168.79499999999825,223
1h,101473.18944444445,0.0013930810308799629,168.79499999999825,224
1h,84398.71666666667,0.0013930810308799629,168.79499999999825,225
1h,103689.91444444444,0.0013930810308799629,168.79499999999825,226
1h,93900.10333333333,0.0013930810308799629,168.79499999999825,227
1h,115756.01388888889,0.0013930810308799629,168.79499999999825,228
1h,53940.03388888889,0.0013930810308799629,168.79499999999825,229
1h,86780.68588235293,0.0013156876402755204,168.79499999999825,230
1h,102246.14823529412,0.0013156876402755204,168.79499999999825,231
1h,93306.2294117647,0.0013156876402755204,168.79499999999825,232
1h,91176.64176470588,0.0013156876402755204,168.79499999999825,233
1h,90169.12,0.0013156876402755204,168.79499999999825,234
1h,96806.46411764706,0.0013156876402755204,168.79499999999825,235
1h,98158.33470588236,0.0013156876402755204,168.79499999999825,236
1h,87381.0794117647,0.0013156876402755204,168.79499999999825,237
1h,54244.17352941176,0.0013156876402755204,168.79499999999825,238
1h,54890.43,0.0013156876402755204,168.79499999999825,239
1h,99463.6511764706,0.0013156876402755204,168.79499999999825,240
1h,117045.92882352941,0.0013156876402755204,168.79499999999825,241
1h,94201.07176470589,0.0013156876402755204,168.79499999999825,242
1h,110797.83176470589,0.0013156876402755204,168.79499999999825,243
1h,110206.55352941176,0.0013156876402755204,168.79499999999825,244
1h,45140.88352941177,0.0013156876402755204,168.79499999999825,245
1h,105528.5925,0.0012382942496710781,168.79499999999825,246
1h,15880.24375,0.0012382942496710781,168.79499999999825,247
1h,70731.58,0.0012382942496710781,168.79499999999825,248
1h,113667.14,0.0012382942496710781,168.79499999999825,249
1h,25252.5175,0.0012382942496710781,168.79499999999825,250
1h,98470.681875,0.0012382942496710781,168.79499999999825,251
1h,107831.108125,0.0012382942496710781,168.79499999999825,252
1h,82324.5,0.0012382942496710781,168.79499999999825,253
1h,85072.678125,0.0012382942496710781,168.79499999999825,254
1h,86081.143125,0.0012382942496710781,168.79499999999825,255
1h,106221.57266666666,0.0011609008590666356,168.79499999999825,256
1h,116066.01333333334,0.0011609008590666356,168.79499999999825,257
1h,92280.47799999999,0.0011609008590666356,168.79499999999825,258
1h,15570.180666666669,0.0011609008590666356,168.79499999999825,259
1h,111158.486,0.0011609008590666356,168.79499999999825,260
1h,113395.91333333332,0.0011609008590666356,168.79499999999825,261
1h,53587.09133333333,0.0011609008590666356,168.79499999999825,262
1h,111503.17066666666,0.0011609008590666356,168.79499999999825,263
1h,112506.22333333333,0.0011609008590666356,168.79499999999825,264
1h,50060.107142857145,0.0010835074684621933,168.79499999999825,265
1h,100309.50285714286,0.0010835074684621933,168.79499999999825,266
1h,102878.93000000001,0.0010835074684621933,168.79499999999825,267
1h,118454.23499999999,0.0010835074684621933,168.79499999999825,268
1h,50944.787142857145,0.0010835074684621933,168.79499999999825,269
1h,97508.265,0.0010835074684621933,168.79499999999825,270
1h,116769.45642857144,0.0010835074684621933,168.79499999999825,271
1h,114355.63642857142,0.0010835074684621933,168.79499999999825,272
1h,119190.38857142859,0.0010835074684621933,168.79499999999825,273
1h,71359.24142857143,0.0010835074684621933,168.79499999999825,274
1h,71652.30142857143,0.0010835074684621933,168.79499999999825,275
1h,88249.33357142856,0.0010835074684621933,168.79499999999825,276
1h,13429.98,0.0010061140778577509,168.79499999999825,277
1h,115454.96384615384,0.0010061140778577509,168.79499999999825,278
1h,106804.96769230769,0.0010061140778577509,168.79499999999825,279
1h,71047.62384615385,0.0010061140778577509,168.79499999999825,280
1h,52569.30666666667,0.0009287206872533086,168.79499999999825,281
1h,72021.68166666667,0.0009287206872533086,168.79499999999825,282
1h,15233.409166666665,0.0009287206872533086,168.79499999999825,283
1h,101884.20583333333,0.0009287206872533086,168.79499999999825,284
1h,108881.91250000002,0.0009287206872533086,168.79499999999825,285
1h,114049.50333333334,0.0009287206872533086,168.79499999999825,286
1h,81222.81083333334,0.0009287206872533086,168.79499999999825,287
1h,109500.48636363637,0.0008513272966488662,168.79499999999825,288
1h,115019.38545454545,0.0008513272966488662,168.79499999999825,289
1h,52302.27272727273,0.0008513272966488662,168.79499999999825,290
1h,99107.69545454546,0.0008513272966488662,168.79499999999825,291
1h,118834.54636363637,0.0008513272966488662,168.79499999999825,292
1h,55826.48090909091,0.0008513272966488662,168.79499999999825,293
1h,52962.433999999994,0.0007739339060444238,168.79499999999825,294
1h,112875.942,0.0007739339060444238,168.79499999999825,295
1h,116345.926,0.0007739339060444238,168.79499999999825,296
1h,53276.076,0.0007739339060444238,168.79499999999825,297
1h,84094.61799999999,0.0007739339060444238,168.79499999999825,298
1h,85686.589,0.0007739339060444238,168.79499999999825,299
1h,75645.329,0.0007739339060444238,168.79499999999825,300
1h,112068.13999999998,0.0007739339060444238,168.79499999999825,301
1h,92963.37777777779,0.0006965405154399814,168.79499999999825,302
1h,119480.17444444442,0.0006965405154399814,168.79499999999825,303
1h,87076.52125,0.0006191471248355391,168.79499999999825,304
1h,99839.65625,0.0006191471248355391,168.79499999999825,305
1h,70446.5875,0.0006191471248355391,168.79499999999825,306
1h,82690.32999999999,0.0006191471248355391,168.79499999999825,307
1h,83034.92125,0.0006191471248355391,168.79499999999825,308
1h,72678.795,0.0006191471248355391,168.79499999999825,309
1h,120882.34857142856,0.0005417537342310967,168.79499999999825,310
1h,100599.17000000001,0.0005417537342310967,168.79499999999825,311
1h,79119.81428571428,0.0005417537342310967,168.79499999999825,312
1h,119773.75285714286,0.0005417537342310967,168.79499999999825,313
1h,79958.975,0.0004643603436266543,168.79499999999825,314
1h,100840.83500000002,0.0004643603436266543,168.79499999999825,315
1h,13896.686666666666,0.0004643603436266543,168.79499999999825,316
1h,122249.17833333334,0.0004643603436266543,168.79499999999825,317
1h,12403.093333333332,0.0004643603436266543,168.79499999999825,318
1h,72403.254,0.0003869669530222119,168.79499999999825,319
1h,120202.426,0.0003869669530222119,168.79499999999825,320
1h,101153.574,0.0003869669530222119,168.79499999999825,321
1h,76742.73199999999,0.0003869669530222119,168.79499999999825,322
1h,81951.31999999999,0.0003869669530222119,168.79499999999825,323
1h,74532.038,0.0003869669530222119,168.79499999999825,324
1h,122513.345,0.00030957356241776953,168.79499999999825,325
1h,81458.2575,0.00030957356241776953,168.79499999999825,326
1h,121580.1575,0.00030957356241776953,168.79499999999825,327
1h,77946.2475,0.00030957356241776953,168.79499999999825,328
1h,121195.8925,0.00030957356241776953,168.79499999999825,329
1h,14168.7775,0.00030957356241776953,168.79499999999825,330
1h,124447.87,0.00023218017181332715,168.79499999999825,331
1h,72968.83333333333,0.00023218017181332715,168.79499999999825,332
1h,79377.15333333334,0.00023218017181332715,168.79499999999825,333
1h,123273.79666666668,0.00023218017181332715,168.79499999999825,334
1h,78460.19666666667,0.00023218017181332715,168.79499999999825,335
1h,73682.45666666667,0.00023218017181332715,168.79499999999825,336
1h,123828.965,0.00015478678120888476,168.79499999999825,337
1h,122797.2,0.00015478678120888476,168.79499999999825,338
1h,124181.405,0.00015478678120888476,168.79499999999825,339
1h,121838.535,0.00015478678120888476,168.79499999999825,340
1h,120523.53,0.00015478678120888476,168.79499999999825,341
1h,73449.11,0.00015478678120888476,168.79499999999825,342
1h,113106.925,0.00015478678120888476,168.79499999999825,343
1h,14826.77,0.00015478678120888476,168.79499999999825,344
1h,81651.905,0.00015478678120888476,168.79499999999825,345
1h,80603.825,0.00015478678120888476,168.79499999999825,346
1h,80403.5,0.00015478678120888476,168.79499999999825,347
1h,78795.89499999999,0.00015478678120888476,168.79499999999825,348
1h,78244.89,0.00015478678120888476,168.79499999999825,349
1h,77176.91,0.00015478678120888476,168.79499999999825,350
1h,76965.76000000001,0.00015478678120888476,168.79499999999825,351
1h,76360.0,0.00015478678120888476,168.79499999999825,352
1h,123464.0,7.739339060444238e-05,168.79499999999825,353
1h,125708.42,7.739339060444238e-05,168.79499999999825,354
1h,125126.0,7.739339060444238e-05,168.79499999999825,355
1h,74144.0,7.739339060444238e-05,168.79499999999825,356
1h,74757.58,7.739339060444238e-05,168.79499999999825,357
1h,75150.11,7.739339060444238e-05,168.79499999999825,358
1h,77459.91,7.739339060444238e-05,168.79499999999825,359
1h,76136.0,7.739339060444238e-05,168.79499999999825,360
1h,4442.12,7.739339060444238e-05,168.79499999999825,361
1h,77644.09,7.739339060444238e-05,168.79499999999825,362
1h,80867.99,7.739339060444238e-05,168.79499999999825,363
1h,14550.0,7.739339060444238e-05,168.79499999999825,364
1h,14344.22,7.739339060444238e-05,168.79499999999825,365
1h,126199.63,7.739339060444238e-05,168.79499999999825,366
